fid,COBACIA,cod_setor,tipo_setor,cod_mun,mun_nm,uf,situacao_setor,disp_q95,dem_ret_ano,dem_acm,bal_perc,pec_bov,pec_bub,pec_sui,pec_cap,pec_ovi,pec_gal,pec_total,pec_risco_iminente,pec_risco_pos_deficit,pec_risco_total,cs_ish_urb,area_total_scbc,area_otto,area_scbc_otto,deman_pecuaria,densidade,deman_pecuaria_scbc,deman_pecuaria_otto,perc_deman_pecuaria,cs_ish,ire_cs_pec_eco,
7639,77585251,320210820000005,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,344",0,"0,062","18,155","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 8.334.503,76","R$ 0,00","R$ 8.334.503,76",3,"84,91481806","0,4408928528","0,105","1,29641E-05","2,940419632E-05","3,087440614E-06","1,293784638E-05","0,2381531008","0,714","2,99",Médio
7640,7758522,320210820000005,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,019","0,001","0,001","7,514","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"84,91481806","21,2094231","16,636","0,001401697","6,608840766E-05","0,00109944675","0,001401669038","0,7843683405","2,353",3,Médio
7641,775853159,320210820000006,Rural,3202108,Ecoporanga,Espírito Santo,5,"4,828","0,001","0,512","10,602","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 3.030.728,64","R$ 0,00","R$ 3.030.728,64",3,"0,2336211693","11,18367251","0,234","0,000717561","6,416148178E-05","1,501378674E-05","0,0007175820122","0,02092335946","0,063",3,Médio
7642,77585252,320210820000007,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,008","0,001","0,001","7,777","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"0,2836721677","8,628827757","0,004","0,000570442","6,610886392E-05","2,644354557E-07","0,0005704533868","0,0004635623879","0,001",3,Médio
7643,77585241,320210820000007,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,028",0,"0,002","8,124","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"0,2836721677","0,1070210248","0,073","1,52152E-06","1,421701953E-05","1,037842426E-06","1,52122109E-06","0,6821089607","2,046",3,Médio
7644,77585251,320210820000007,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,344",0,"0,062","18,155","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 8.334.503,76","R$ 0,00","R$ 8.334.503,76",3,"0,2836721677","0,4408928528","0,088","1,29641E-05","2,940419632E-05","2,587569276E-06","1,293784638E-05","0,1995949797","0,599","2,99",Médio
7645,77585233,320210820000007,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,378","0,001","0,066","17,339","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 7.576.821,60","R$ 0,00","R$ 7.576.821,60",3,"0,2836721677","6,850788516","0,084","0,000430181","6,279291778E-05","5,274605093E-06","0,0004301942797","0,01226136229","0,037",3,Médio
7646,77585243,320210820000007,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,021","0,001","0,001","7,26","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"0,2836721677","22,78602261","0,018","0,001431816","6,283746947E-05","1,13107445E-06","0,001431877417","0,0007899579627","0,002",3,Médio
7647,77585242,320210820000007,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,007","0,001","0,001","10,499","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 3.030.728,64","R$ 0,00","R$ 3.030.728,64",3,"0,2836721677","7,641453973","0,018","0,000499586","6,537839549E-05","1,176811119E-06","0,00049955632","0,002355572652","0,007",3,Médio
7648,77585383,320210822000001,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,062",0,"0,005","7,498","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"0,140743344","6,691445889","0,012","0,000410834","6,13968949E-05","7,367627388E-07","0,0004108680207","0,001793334385","0,005",3,Médio
7649,77585385,320210822000001,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,052","0,001","0,004","7,524","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"0,140743344","7,701575491","0,129","0,000473911","6,153429263E-05","7,93792375E-06","0,0004739371219","0,01674981959","0,05",3,Médio
7650,77585387,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,036",0,"0,003","7,623","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","3,933235576","3,754","0,00022719","5,776160507E-05","0,0002168370654","0,0002271763928","0,9544305007","2,863",3,Médio
7651,77561696,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,017","0,001","0,001","5,717","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 757.682,16","R$ 0,00","R$ 757.682,16",3,"142,1486902","15,12556201","0,006","0,000855572","5,656464199E-05","3,393878519E-07","0,0008555967747","0,0003966794752","0,001",3,Médio
7652,775855463,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,009","0,001","0,001","7,089","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","10,0359355","9,481","0,000596809","5,946720164E-05","0,0005638085387","0,0005968128356","0,9447051548","2,834",3,Médio
7653,77585549,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,013","0,001","0,001","7,478","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","14,57489097","14,575","0,000960213","6,588131616E-05","0,000960220183","0,000960220183","1,000007481",3,3,Médio
7654,77585544,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,006",0,0,"6,264","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 757.682,16","R$ 0,00","R$ 757.682,16",3,"142,1486902","7,028424267","7,028","0,000379843","5,40438348E-05","0,000379820071","0,000379820071","0,9999396355",3,3,Médio
7655,77585383,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,062",0,"0,005","7,498","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","6,691445889","2,272","0,000410834","6,13968949E-05","0,0001394937452","0,0004108680207","0,3395379769","1,019",3,Médio
7656,77561697,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,018","0,001","0,001","6,008","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 757.682,16","R$ 0,00","R$ 757.682,16",3,"142,1486902","16,17898377","0,047","0,00092762","5,733487425E-05","2,69473909E-06","0,0009276209305","0,002905003223","0,009",3,Médio
7657,77585384,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,005",0,0,"7,095","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","5,085647147","4,717","0,000300872","5,916100573E-05","0,000279062464","0,0003008928751","0,9275122445","2,783",3,Médio
7658,775855462,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,005",0,0,"6,753","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","5,305974823","5,248","0,00029605","5,57955908E-05","0,0002928152605","0,0002960514048","0,9890736717","2,967",3,Médio
7659,77585543,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,056",0,"0,004","7,215","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","4,321063727","4,103","0,000280771","6,497728748E-05","0,0002666018105","0,0002807668592","0,9495347116","2,849",3,Médio
7660,77585541,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,097","0,002","0,006","6,718","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","37,43121527","4,634","0,001933503","5,165482836E-05","0,0002393684746","0,00193349188","0,1238004154","0,371",3,Médio
7661,775855461,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,016",0,"0,001","6,952","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","2,859801008","2,86","0,000165034","5,7708211E-05","0,0001650454835","0,0001650454835","1,000069582",3,3,Médio
7662,7756425,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,018","0,001","0,001","6,834","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","15,90837424","0,284","0,00083127","5,225361105E-05","1,484002554E-05","0,0008313026982","0,01785223277","0,054",3,Médio
7663,775853881,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,014",0,"0,001","7,995","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","2,057829297","2,058","0,000135638","6,591314459E-05","0,0001356492516","0,0001356492516","1,000082953",3,3,Médio
7664,7756448,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,018","0,001","0,001","6,124","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 757.682,16","R$ 0,00","R$ 757.682,16",3,"142,1486902","15,73740463","0,38","0,000887946","5,642264534E-05","2,144060523E-05","0,0008879231697","0,02414629406","0,072",3,Médio
7665,77585623,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,026","0,002","0,002","6,15","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 757.682,16","R$ 0,00","R$ 757.682,16",3,"142,1486902","29,07868332","7,762","0,001546632","5,318782776E-05","0,0004128439191","0,001546648844","0,2669309306","0,801",3,Médio
7666,7758552,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,02","0,001","0,001","4,846","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 757.682,16","R$ 0,00","R$ 757.682,16",3,"142,1486902","21,67726404","1,128","0,000893438","4,121544113E-05","4,64910176E-05","0,0008934271175","0,05203608711","0,156",3,Médio
7667,77564463,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,012","0,001","0,001","5,736","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 757.682,16","R$ 0,00","R$ 757.682,16",3,"142,1486902","10,4773643","0,092","0,000600427","5,730706529E-05","5,272250007E-06","0,000600406123","0,008780834317","0,026",3,Médio
7668,77564462,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,007","0,001","0,001","6,984","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","6,498262717","0,166","0,000374363","5,760970529E-05","9,563211078E-06","0,0003744054747","0,02554528914","0,077",3,Médio
7669,77585386,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,009","0,001","0,001","7,257","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","9,939212412","9,831","0,000611738","6,154793505E-05","0,0006050777495","0,0006117249265","0,9891125768","2,967",3,Médio
7670,77585389,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,019","0,001","0,001","7,433","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","21,0462809","19,41","0,001364482","6,483245218E-05","0,001258397897","0,001364463789","0,9222532044","2,767",3,Médio
7671,77585349,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,022","0,002","0,002","7,569","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","24,26309847","0,29","0,001585124","6,533065024E-05","1,894588857E-05","0,001585117567","0,01195230693","0,036",3,Médio
7672,77561685,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,014","0,003","0,003","20,499","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 10.607.550,24","R$ 0,00","R$ 10.607.550,24",3,"142,1486902","12,16307109","0,169","0,000730892","6,009107359E-05","1,015539144E-05","0,0007308877281","0,01389451716","0,042",3,Médio
7673,77585382,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,007",0,0,"6,411","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 757.682,16","R$ 0,00","R$ 757.682,16",3,"142,1486902","8,138980798","0,079","0,000422343","5,189138671E-05","4,09941955E-06","0,0004223439964","0,009706375032","0,029",3,Médio
7674,77585394,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,018","0,001","0,001","5,475","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 757.682,16","R$ 0,00","R$ 757.682,16",3,"142,1486902","20,34776173","2,351","0,000961489","4,725281398E-05","0,0001110913657","0,0009615002589","0,1155409637","0,347",3,Médio
7675,77585548,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,012","0,001","0,001","7,421","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","13,54819453","13,092","0,000856003","6,318207183E-05","0,0008271796844","0,0008559907092","0,9663280204","2,899",3,Médio
7676,775853882,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,006",0,0,"7,93","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","6,410985203","6,174","0,000415553","6,481889863E-05","0,0004001918801","0,0004155539591","0,963034511","2,889",3,Médio
7677,77585542,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,007",0,0,"6,72","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","7,568122494","1,732","0,000423202","5,591902091E-05","9,685174422E-05","0,0004231951503","0,2288546468","0,687",3,Médio
7678,77561684,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,008","0,001","0,001","6,185","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 757.682,16","R$ 0,00","R$ 757.682,16",3,"142,1486902","7,458777446","0,404","0,000458361","6,145256422E-05","2,482683594E-05","0,0004583746765","0,0541643725","0,162",3,Médio
7679,775853883,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,006",0,0,"7,987","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","6,698946857","6,151","0,000446196","6,660688755E-05","0,0004096989653","0,0004461995397","0,9182040299","2,755",3,Médio
7680,77585545,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,046",0,"0,003","7,278","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","0,1449770977","0,145","9,73799E-06","6,716916088E-05","9,739528328E-06","9,739528328E-06","1,000157972",3,3,Médio
7681,77585547,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,029",0,"0,002","7,413","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","4,597842649","4,598","0,000280554","6,101861708E-05","0,0002805636013","0,0002805636013","1,000034223",3,3,Médio
7682,775853544,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,009","0,001","0,001","7,457","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","10,32285603","0,159","0,000665178","6,44373997E-05","1,024554655E-05","0,0006651872771","0,01540271409","0,046",3,Médio
7683,77585385,320210822000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,052","0,001","0,004","7,524","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"142,1486902","7,701575491","6,956","0,000473911","6,153429263E-05","0,0004280325396","0,0004739371219","0,903191822","2,71",3,Médio
7684,77585861,320210823000001,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,02",0,"0,015","76,562","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 147.748.021,18","R$ 0,00","R$ 147.748.021,18",2,"0,3663365659","1,480183344","0,123","8,63735E-05","5,835324411E-05","7,177449026E-06","8,636280128E-05","0,08309781386","0,166",2,Baixo
7685,77585853,320210823000001,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,056",0,"0,018","31,486","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 25.003.511,28","R$ 0,00","R$ 25.003.511,28",3,"0,3663365659","0,3351417299","0,154","1,16588E-05","3,478767029E-05","5,357301225E-06","1,165386955E-05","0,4595070869","1,379",3,Médio
7686,7758587,320210823000001,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,036",0,"0,003","7,144","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"0,3663365659","0,8793939247","0,01","5,78303E-05","6,576154142E-05","6,576154142E-07","5,78043949E-05","0,01137146814","0,034",3,Médio
7687,77585852,320210823000001,Urbana,3202108,Ecoporanga,Espírito Santo,1,"0,008","0,008","0,008","96,031","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 232.608.423,10","R$ 0,00","R$ 232.608.423,10",1,"0,3663365659","9,311655426","0,079","0,000592527","6,363283142E-05","5,026993682E-06","0,0005925489262","0,008483990911","0,008",1,Mínimo
7688,77587221,320210823000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,028",0,"0,002","7,223","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"137,6685207","1,531016785","1,531","9,16615E-05","5,98696898E-05","9,166049509E-05","9,166049509E-05","0,9999890367",3,3,Médio
7689,77582688,320210823000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,01","0,009","0,009","88,539","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 197.755.043,74","R$ 0,00","R$ 197.755.043,74",2,"137,6685207","11,60164748","0,001","0,000560806","4,83384796E-05","4,83384796E-08","0,0005608230403","8,619465483E-05",0,2,Baixo
7690,775872661,320210823000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,02",0,"0,014","70,638","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 125.775.238,55","R$ 0,00","R$ 125.775.238,55",2,"137,6685207","1,806641743",0,"0,000103946","5,753548007E-05",0,"0,0001039666125",0,0,2,Baixo
7691,77587269,320210823000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,01","0,002","0,002","20,778","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 10.607.550,24","R$ 0,00","R$ 10.607.550,24",3,"137,6685207","10,63536654","4,57","0,000624396","5,87094011E-05","0,000268301963","0,0006243744807","0,4296984013","1,289",3,Médio
7692,77587214,320210823000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,007","0,001","0,001","7,336","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"137,6685207","8,243383341","8,172","0,00049763","6,036720354E-05","0,0004933207873","0,0004976068588","0,9913405288","2,974",3,Médio
7693,77585818,320210823000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,005",0,0,"7,806","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"137,6685207","5,484567454","0,08","0,000356685","6,503429906E-05","5,202743925E-06","0,0003567131303","0,01458638273","0,044",3,Médio
7694,77582686,320210823000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,013","0,014","0,014","115,992","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 217.454.779,90","R$ 104.560.138,07","R$ 322.014.917,97",1,"137,6685207","13,85773437","0,017","0,000710037","5,123759635E-05","8,71039138E-07","0,0007099993726","0,001226751758","0,001",1,Mínimo
7695,77585816,320210823000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,007","0,001","0,001","7,201","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 1.515.364,32","R$ 0,00","R$ 1.515.364,32",3,"137,6685207","7,790473615","0,427","0,000477256","6,126148725E-05","2,615865505E-05","0,0004772882471","0,05481053157","0,164",3,Médio
7696,7758711,320210823000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"2,619",0,"0,288","11,004","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 3.030.728,64","R$ 0,00","R$ 3.030.728,64",3,"137,6685207","7,457744175","2,114","0,000400878","5,375325173E-05","0,0001136343742","0,0004008917514","0,2834637325","0,85",3,Médio
7697,77585845,320210823000002,Rural,3202108,Ecoporanga,Espírito Santo,8,"0,009","0,003","0,003","35,215","R$ 753.497.119,90","R$ 288.080,05","R$ 2.881.400,77","R$ 962.974,19","R$ 50.083,20","R$ 2.501,81","R$ 757.682.159,92","R$ 31.064.968,56","R$ 0,00","R$ 31.064.968,56",3,"137,6685207","10,45524822","0,358","0,000639256","6,114211605E-05","2,188887755E-05","0,0006392408233","0,03424117653","0,103",3,Médio
